CIP2010 Code,CIP2010Title,SOC2010Code,SOC2010Title
31.0399,"Parks, Recreation and Leisure Facilities Management, Other.",11-1021,General and Operations Managers
31.0399,"Parks, Recreation and Leisure Facilities Management, Other.",11-9199,"Managers, All Other"
31.0501,"Health and Physical Education/Fitness, General.",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary"
31.0501,"Health and Physical Education/Fitness, General.",27-2021,Athletes and Sports Competitors
31.0501,"Health and Physical Education/Fitness, General.",27-2022,Coaches and Scouts
31.0501,"Health and Physical Education/Fitness, General.",39-9031,Fitness Trainers and Aerobics Instructors
31.0504,Sport and Fitness Administration/Management.,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary"
31.0504,Sport and Fitness Administration/Management.,27-2022,Coaches and Scouts
31.0504,Sport and Fitness Administration/Management.,39-9031,Fitness Trainers and Aerobics Instructors
31.0505,Kinesiology and Exercise Science.,29-1128,Exercise Physiologists
31.0507,Physical Fitness Technician.,29-9091,Athletic Trainers
31.0507,Physical Fitness Technician.,39-9031,Fitness Trainers and Aerobics Instructors
31.0508,Sports Studies.,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary"
31.0599,"Health and Physical Education/Fitness, Other.",NO MATCH,NO MATCH
31.0601,Outdoor Education.,NO MATCH,NO MATCH
31.9999,"Parks, Recreation, Leisure, and Fitness Studies, Other.",NO MATCH,NO MATCH
32.0101,"Basic Skills and Developmental/Remedial Education, General.",NO MATCH,NO MATCH
32.0104,Developmental/Remedial Mathematics.,NO MATCH,NO MATCH
32.0105,Job-Seeking/Changing Skills.,NO MATCH,NO MATCH
32.0107,Career Exploration/Awareness Skills.,NO MATCH,NO MATCH
32.0108,Developmental/Remedial English.,NO MATCH,NO MATCH
32.0109,Second Language Learning.,NO MATCH,NO MATCH
32.0110,Basic Computer Skills.,NO MATCH,NO MATCH
32.0111,Workforce Development and Training.,NO MATCH,NO MATCH
32.0199,"Basic Skills and Developmental/Remedial Education, Other.",NO MATCH,NO MATCH
33.0101,"Citizenship Activities, General.",NO MATCH,NO MATCH
33.0102,American Citizenship Education.,NO MATCH,NO MATCH
33.0103,Community Awareness.,NO MATCH,NO MATCH
33.0104,Community Involvement.,NO MATCH,NO MATCH
33.0105,Canadian Citizenship Education.,NO MATCH,NO MATCH
33.0199,"Citizenship Activities, Other.",NO MATCH,NO MATCH
34.0102,Birthing and Parenting Knowledge and Skills.,NO MATCH,NO MATCH
34.0103,Personal Health Improvement and Maintenance.,NO MATCH,NO MATCH
34.0104,Addiction Prevention and Treatment.,NO MATCH,NO MATCH
34.0199,"Health-Related Knowledge and Skills, Other.",NO MATCH,NO MATCH
35.0101,"Interpersonal and Social Skills, General.",NO MATCH,NO MATCH
35.0102,Interpersonal Relationships Skills.,NO MATCH,NO MATCH
35.0103,Business and Social Skills.,NO MATCH,NO MATCH
35.0199,"Interpersonal Social Skills, Other.",NO MATCH,NO MATCH
36.0101,"Leisure and Recreational Activities, General.",NO MATCH,NO MATCH
36.0102,Handicrafts and Model-Making.,NO MATCH,NO MATCH
36.0103,"Board, Card and Role-Playing Games.",NO MATCH,NO MATCH
36.0105,Home Maintenance and Improvement.,NO MATCH,NO MATCH
36.0106,Nature Appreciation.,NO MATCH,NO MATCH
36.0107,Pet Ownership and Care.,NO MATCH,NO MATCH
36.0108,Sports and Exercise.,NO MATCH,NO MATCH
36.0109,Travel and Exploration.,NO MATCH,NO MATCH
36.0110,Art.,NO MATCH,NO MATCH
36.0111,Collecting.,NO MATCH,NO MATCH
36.0112,Cooking and Other Domestic Skills.,NO MATCH,NO MATCH
36.0113,Computer Games and Programming Skills.,NO MATCH,NO MATCH
36.0114,Dancing.,NO MATCH,NO MATCH
36.0115,Music.,NO MATCH,NO MATCH
36.0116,Reading.,NO MATCH,NO MATCH
36.0117,Theatre/Theater.,NO MATCH,NO MATCH
36.0118,Writing.,NO MATCH,NO MATCH
36.0119,Aircraft Pilot (Private).,NO MATCH,NO MATCH
36.0199,"Leisure and Recreational Activities, Other.",NO MATCH,NO MATCH
37.0101,Self-Awareness and Personal Assessment.,NO MATCH,NO MATCH
37.0102,Stress Management and Coping Skills.,NO MATCH,NO MATCH
37.0103,Personal Decision-Making Skills.,NO MATCH,NO MATCH
37.0104,Self-Esteem and Values Clarification.,NO MATCH,NO MATCH
37.0199,"Personal Awareness and Self-Improvement, Other.",NO MATCH,NO MATCH
38.0001,"Philosophy and Religious Studies, General.",25-1126,"Philosophy and Religion Teachers, Postsecondary"
38.0101,Philosophy.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
38.0102,Logic.,11-9121,Natural Sciences Managers
38.0102,Logic.,15-2021,Mathematicians
38.0102,Logic.,25-1022,"Mathematical Science Teachers, Postsecondary"
38.0103,Ethics.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
38.0104,Applied and Professional Ethics.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
38.0199,"Philosophy, Other.",25-1126,"Philosophy and Religion Teachers, Postsecondary"
38.0201,Religion/Religious Studies.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
38.0202,Buddhist Studies.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
38.0203,Christian Studies.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
38.0204,Hindu Studies.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
38.0205,Islamic Studies.,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
38.0206,Jewish/Judaic Studies.,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
38.0299,"Religion/Religious Studies, Other.",NO MATCH,NO MATCH
38.9999,"Philosophy and Religious Studies, Other.",25-1126,"Philosophy and Religion Teachers, Postsecondary"
39.0201,Bible/Biblical Studies.,21-2021,"Directors, Religious Activities and Education"
39.0201,Bible/Biblical Studies.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
39.0301,Missions/Missionary Studies and Missiology.,21-2021,"Directors, Religious Activities and Education"
39.0301,Missions/Missionary Studies and Missiology.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
39.0401,Religious Education.,21-2021,"Directors, Religious Activities and Education"
39.0401,Religious Education.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
39.0501,Religious/Sacred Music.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
39.0501,Religious/Sacred Music.,27-2041,Music Directors and Composers
39.0601,Theology/Theological Studies.,21-2011,Clergy
39.0601,Theology/Theological Studies.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
39.0602,Divinity/Ministry.,21-2011,Clergy
39.0602,Divinity/Ministry.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
39.0604,Pre-Theology/Pre-Ministerial Studies.,21-2011,Clergy
39.0604,Pre-Theology/Pre-Ministerial Studies.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
39.0605,Rabbinical Studies.,21-2011,Clergy
39.0605,Rabbinical Studies.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
39.0606,Talmudic Studies.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
39.0699,"Theological and Ministerial Studies, Other.",21-2011,Clergy
39.0699,"Theological and Ministerial Studies, Other.",21-2099,"Religious Workers, All Other"
39.0699,"Theological and Ministerial Studies, Other.",25-1126,"Philosophy and Religion Teachers, Postsecondary"
39.0701,Pastoral Studies/Counseling.,21-2011,Clergy
39.0701,Pastoral Studies/Counseling.,21-2099,"Religious Workers, All Other"
39.0701,Pastoral Studies/Counseling.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
39.0702,Youth Ministry.,21-2011,Clergy
39.0702,Youth Ministry.,21-2021,"Directors, Religious Activities and Education"
39.0703,Urban Ministry.,21-2011,Clergy
39.0704,Women's Ministry.,21-2021,"Directors, Religious Activities and Education"
39.0704,Women's Ministry.,21-2099,"Religious Workers, All Other"
39.0705,Lay Ministry.,21-2021,"Directors, Religious Activities and Education"
39.0705,Lay Ministry.,21-2099,"Religious Workers, All Other"
39.0799,"Pastoral Counseling and Specialized Ministries, Other.",NO MATCH,NO MATCH
39.9999,"Theology and Religious Vocations, Other.",NO MATCH,NO MATCH
40.0101,Physical Sciences.,11-9121,Natural Sciences Managers
40.0101,Physical Sciences.,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education"
40.0201,Astronomy.,11-9121,Natural Sciences Managers
40.0201,Astronomy.,19-2011,Astronomers
40.0201,Astronomy.,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.0202,Astrophysics.,11-9121,Natural Sciences Managers
40.0202,Astrophysics.,19-2011,Astronomers
40.0202,Astrophysics.,19-2012,Physicists
40.0202,Astrophysics.,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.0203,Planetary Astronomy and Science.,11-9121,Natural Sciences Managers
40.0203,Planetary Astronomy and Science.,19-2011,Astronomers
40.0203,Planetary Astronomy and Science.,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.0299,"Astronomy and Astrophysics, Other.",11-9121,Natural Sciences Managers
40.0299,"Astronomy and Astrophysics, Other.",19-2011,Astronomers
40.0299,"Astronomy and Astrophysics, Other.",25-1054,"Physics Teachers, Postsecondary"
40.0401,"Atmospheric Sciences and Meteorology, General.",11-9121,Natural Sciences Managers
40.0401,"Atmospheric Sciences and Meteorology, General.",19-2021,Atmospheric and Space Scientists
40.0401,"Atmospheric Sciences and Meteorology, General.",25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.0402,Atmospheric Chemistry and Climatology.,11-9121,Natural Sciences Managers
40.0402,Atmospheric Chemistry and Climatology.,19-2021,Atmospheric and Space Scientists
40.0402,Atmospheric Chemistry and Climatology.,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.0403,Atmospheric Physics and Dynamics.,11-9121,Natural Sciences Managers
40.0403,Atmospheric Physics and Dynamics.,19-2021,Atmospheric and Space Scientists
40.0403,Atmospheric Physics and Dynamics.,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.0404,Meteorology.,11-9121,Natural Sciences Managers
40.0404,Meteorology.,19-2021,Atmospheric and Space Scientists
40.0404,Meteorology.,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.0499,"Atmospheric Sciences and Meteorology, Other.",11-9121,Natural Sciences Managers
40.0499,"Atmospheric Sciences and Meteorology, Other.",19-2021,Atmospheric and Space Scientists
40.0499,"Atmospheric Sciences and Meteorology, Other.",25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.0501,"Chemistry, General.",11-9121,Natural Sciences Managers
40.0501,"Chemistry, General.",19-2031,Chemists
40.0501,"Chemistry, General.",25-1052,"Chemistry Teachers, Postsecondary"
40.0501,"Chemistry, General.",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education"
40.0502,Analytical Chemistry.,11-9121,Natural Sciences Managers
40.0502,Analytical Chemistry.,19-2031,Chemists
40.0502,Analytical Chemistry.,25-1052,"Chemistry Teachers, Postsecondary"
40.0503,Inorganic Chemistry.,11-9121,Natural Sciences Managers
40.0503,Inorganic Chemistry.,19-2031,Chemists
40.0503,Inorganic Chemistry.,25-1052,"Chemistry Teachers, Postsecondary"
40.0504,Organic Chemistry.,11-9121,Natural Sciences Managers
40.0504,Organic Chemistry.,19-2031,Chemists
40.0504,Organic Chemistry.,25-1052,"Chemistry Teachers, Postsecondary"
40.0506,Physical Chemistry.,11-9121,Natural Sciences Managers
40.0506,Physical Chemistry.,19-2031,Chemists
40.0506,Physical Chemistry.,25-1052,"Chemistry Teachers, Postsecondary"
40.0507,Polymer Chemistry.,11-9121,Natural Sciences Managers
40.0507,Polymer Chemistry.,19-2031,Chemists
40.0507,Polymer Chemistry.,25-1052,"Chemistry Teachers, Postsecondary"
40.0508,Chemical Physics.,11-9121,Natural Sciences Managers
40.0508,Chemical Physics.,19-2031,Chemists
40.0508,Chemical Physics.,25-1052,"Chemistry Teachers, Postsecondary"
40.0508,Chemical Physics.,25-1054,"Physics Teachers, Postsecondary"
40.0509,Environmental Chemistry.,11-9121,Natural Sciences Managers
40.0509,Environmental Chemistry.,19-2031,Chemists
40.0509,Environmental Chemistry.,19-2041,"Environmental Scientists and Specialists, Including Health"
40.0509,Environmental Chemistry.,25-1052,"Chemistry Teachers, Postsecondary"
40.0509,Environmental Chemistry.,25-1053,"Environmental Science Teachers, Postsecondary"
40.0510,Forensic Chemistry.,11-9121,Natural Sciences Managers
40.0510,Forensic Chemistry.,19-2031,Chemists
40.0510,Forensic Chemistry.,19-4092,Forensic Science Technicians
40.0510,Forensic Chemistry.,25-1052,"Chemistry Teachers, Postsecondary"
40.0511,Theoretical Chemistry.,11-9121,Natural Sciences Managers
40.0511,Theoretical Chemistry.,19-2031,Chemists
40.0511,Theoretical Chemistry.,25-1052,"Chemistry Teachers, Postsecondary"
40.0599,"Chemistry, Other.",11-9121,Natural Sciences Managers
40.0599,"Chemistry, Other.",19-2031,Chemists
40.0599,"Chemistry, Other.",25-1052,"Chemistry Teachers, Postsecondary"
40.0601,"Geology/Earth Science, General.",11-9121,Natural Sciences Managers
40.0601,"Geology/Earth Science, General.",19-2042,"Geoscientists, Except Hydrologists and Geographers"
40.0601,"Geology/Earth Science, General.",19-2043,Hydrologists
40.0601,"Geology/Earth Science, General.",25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.0602,Geochemistry.,11-9121,Natural Sciences Managers
40.0602,Geochemistry.,19-2042,"Geoscientists, Except Hydrologists and Geographers"
40.0602,Geochemistry.,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.0602,Geochemistry.,25-1052,"Chemistry Teachers, Postsecondary"
40.0603,Geophysics and Seismology.,11-9121,Natural Sciences Managers
40.0603,Geophysics and Seismology.,19-2042,"Geoscientists, Except Hydrologists and Geographers"
40.0603,Geophysics and Seismology.,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.0604,Paleontology.,11-9121,Natural Sciences Managers
40.0604,Paleontology.,19-2042,"Geoscientists, Except Hydrologists and Geographers"
40.0604,Paleontology.,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.0605,Hydrology and Water Resources Science.,11-9121,Natural Sciences Managers
40.0605,Hydrology and Water Resources Science.,19-2043,Hydrologists
40.0605,Hydrology and Water Resources Science.,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.0606,Geochemistry and Petrology.,11-9121,Natural Sciences Managers
40.0606,Geochemistry and Petrology.,19-2042,"Geoscientists, Except Hydrologists and Geographers"
40.0606,Geochemistry and Petrology.,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.0607,"Oceanography, Chemical and Physical.",11-9121,Natural Sciences Managers
40.0607,"Oceanography, Chemical and Physical.",19-2042,"Geoscientists, Except Hydrologists and Geographers"
40.0607,"Oceanography, Chemical and Physical.",19-2043,Hydrologists
40.0607,"Oceanography, Chemical and Physical.",25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.0699,"Geological and Earth Sciences/Geosciences, Other.",11-9121,Natural Sciences Managers
40.0699,"Geological and Earth Sciences/Geosciences, Other.",19-2042,"Geoscientists, Except Hydrologists and Geographers"
40.0699,"Geological and Earth Sciences/Geosciences, Other.",25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.0801,"Physics, General.",11-9121,Natural Sciences Managers
40.0801,"Physics, General.",19-2012,Physicists
40.0801,"Physics, General.",25-1054,"Physics Teachers, Postsecondary"
40.0801,"Physics, General.",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education"
40.0802,Atomic/Molecular Physics.,11-9121,Natural Sciences Managers
40.0802,Atomic/Molecular Physics.,19-2012,Physicists
40.0802,Atomic/Molecular Physics.,25-1054,"Physics Teachers, Postsecondary"
40.0804,Elementary Particle Physics.,11-9121,Natural Sciences Managers
40.0804,Elementary Particle Physics.,19-2012,Physicists
40.0804,Elementary Particle Physics.,25-1054,"Physics Teachers, Postsecondary"
40.0805,Plasma and High-Temperature Physics.,11-9121,Natural Sciences Managers
40.0805,Plasma and High-Temperature Physics.,19-2012,Physicists
40.0805,Plasma and High-Temperature Physics.,25-1054,"Physics Teachers, Postsecondary"
40.0806,Nuclear Physics.,11-9121,Natural Sciences Managers
40.0806,Nuclear Physics.,19-2012,Physicists
40.0806,Nuclear Physics.,25-1054,"Physics Teachers, Postsecondary"
40.0807,Optics/Optical Sciences.,11-9121,Natural Sciences Managers
40.0807,Optics/Optical Sciences.,19-2012,Physicists
40.0807,Optics/Optical Sciences.,25-1054,"Physics Teachers, Postsecondary"
40.0808,Condensed Matter and Materials Physics.,11-9121,Natural Sciences Managers
40.0808,Condensed Matter and Materials Physics.,19-2012,Physicists
40.0808,Condensed Matter and Materials Physics.,25-1054,"Physics Teachers, Postsecondary"
40.0809,Acoustics.,11-9121,Natural Sciences Managers
40.0809,Acoustics.,19-2012,Physicists
40.0809,Acoustics.,25-1054,"Physics Teachers, Postsecondary"
40.0810,Theoretical and Mathematical Physics.,11-9121,Natural Sciences Managers
40.0810,Theoretical and Mathematical Physics.,19-2012,Physicists
40.0810,Theoretical and Mathematical Physics.,25-1054,"Physics Teachers, Postsecondary"
40.0899,"Physics, Other.",11-9121,Natural Sciences Managers
40.0899,"Physics, Other.",19-2012,Physicists
40.0899,"Physics, Other.",25-1054,"Physics Teachers, Postsecondary"
40.1001,Materials Science.,11-9041,Architectural and Engineering Managers
40.1001,Materials Science.,19-2032,Materials Scientists
40.1001,Materials Science.,25-1032,"Engineering Teachers, Postsecondary"
40.1002,Materials Chemistry.,11-9121,Natural Sciences Managers
40.1002,Materials Chemistry.,19-2031,Chemists
40.1002,Materials Chemistry.,19-2032,Materials Scientists
40.1002,Materials Chemistry.,25-1052,"Chemistry Teachers, Postsecondary"
40.1099,"Materials Sciences, Other.",11-9121,Natural Sciences Managers
40.1099,"Materials Sciences, Other.",19-2032,Materials Scientists
40.1099,"Materials Sciences, Other.",25-1199,"Postsecondary Teachers, All Other"
40.9999,"Physical Sciences, Other.",11-9121,Natural Sciences Managers
40.9999,"Physical Sciences, Other.",19-2099,"Physical Scientists, All Other"
40.9999,"Physical Sciences, Other.",25-1199,"Postsecondary Teachers, All Other"
41.0000,"Science Technologies/Technicians, General.",19-4099,"Life, Physical, and Social Science Technicians, All Other"
41.0101,Biology Technician/Biotechnology Laboratory Technician.,19-4021,Biological Technicians
41.0204,Industrial Radiologic Technology/Technician.,19-4051,Nuclear Technicians
41.0205,Nuclear/Nuclear Power Technology/Technician.,19-4051,Nuclear Technicians
41.0205,Nuclear/Nuclear Power Technology/Technician.,51-8011,Nuclear Power Reactor Operators
41.0299,"Nuclear and Industrial Radiologic Technologies/Technicians, Other.",19-4051,Nuclear Technicians
41.0301,Chemical Technology/Technician.,19-4031,Chemical Technicians
41.0301,Chemical Technology/Technician.,51-8091,Chemical Plant and System Operators
41.0301,Chemical Technology/Technician.,51-9011,Chemical Equipment Operators and Tenders
41.0303,Chemical Process Technology.,17-3026,Industrial Engineering Technicians
41.0303,Chemical Process Technology.,19-4031,Chemical Technicians
41.0303,Chemical Process Technology.,19-4099,"Life, Physical, and Social Science Technicians, All Other"
41.0303,Chemical Process Technology.,51-8091,Chemical Plant and System Operators
41.0303,Chemical Process Technology.,51-9011,Chemical Equipment Operators and Tenders
41.0399,"Physical Science Technologies/Technicians, Other.",19-4091,"Environmental Science and Protection Technicians, Including Health"
41.0399,"Physical Science Technologies/Technicians, Other.",19-4099,"Life, Physical, and Social Science Technicians, All Other"
41.9999,"Science Technologies/Technicians, Other.",19-4091,"Environmental Science and Protection Technicians, Including Health"
41.9999,"Science Technologies/Technicians, Other.",19-4099,"Life, Physical, and Social Science Technicians, All Other"
42.0101,"Psychology, General.",11-9199,"Managers, All Other"
42.0101,"Psychology, General.",19-3031,"Clinical, Counseling, and School Psychologists"
42.0101,"Psychology, General.",19-3032,Industrial-Organizational Psychologists
42.0101,"Psychology, General.",19-3039,"Psychologists, All Other"
42.0101,"Psychology, General.",25-1066,"Psychology Teachers, Postsecondary"
42.2701,Cognitive Psychology and Psycholinguistics.,11-9199,"Managers, All Other"
42.2701,Cognitive Psychology and Psycholinguistics.,19-3039,"Psychologists, All Other"
42.2701,Cognitive Psychology and Psycholinguistics.,25-1066,"Psychology Teachers, Postsecondary"
42.2702,Comparative Psychology.,11-9199,"Managers, All Other"
42.2702,Comparative Psychology.,19-3039,"Psychologists, All Other"
42.2702,Comparative Psychology.,25-1066,"Psychology Teachers, Postsecondary"
42.2703,Developmental and Child Psychology.,11-9199,"Managers, All Other"
42.2703,Developmental and Child Psychology.,19-3031,"Clinical, Counseling, and School Psychologists"
42.2703,Developmental and Child Psychology.,25-1066,"Psychology Teachers, Postsecondary"
42.2704,Experimental Psychology.,11-9199,"Managers, All Other"
42.2704,Experimental Psychology.,19-3039,"Psychologists, All Other"
42.2704,Experimental Psychology.,25-1066,"Psychology Teachers, Postsecondary"
42.2705,Personality Psychology.,11-9199,"Managers, All Other"
42.2705,Personality Psychology.,19-3039,"Psychologists, All Other"
42.2705,Personality Psychology.,25-1066,"Psychology Teachers, Postsecondary"
42.2706,Physiological Psychology/Psychobiology.,11-9199,"Managers, All Other"
42.2706,Physiological Psychology/Psychobiology.,19-3039,"Psychologists, All Other"
42.2706,Physiological Psychology/Psychobiology.,25-1066,"Psychology Teachers, Postsecondary"
42.2707,Social Psychology.,11-9199,"Managers, All Other"
42.2707,Social Psychology.,19-3039,"Psychologists, All Other"
42.2707,Social Psychology.,25-1066,"Psychology Teachers, Postsecondary"
42.2708,Psychometrics and Quantitative Psychology.,11-9199,"Managers, All Other"
42.2708,Psychometrics and Quantitative Psychology.,19-3039,"Psychologists, All Other"
42.2708,Psychometrics and Quantitative Psychology.,25-1066,"Psychology Teachers, Postsecondary"
42.2709,Psychopharmacology.,11-9199,"Managers, All Other"
42.2709,Psychopharmacology.,19-3039,"Psychologists, All Other"
42.2799,"Research and Experimental Psychology, Other.",11-9199,"Managers, All Other"
42.2799,"Research and Experimental Psychology, Other.",19-3039,"Psychologists, All Other"
42.2799,"Research and Experimental Psychology, Other.",25-1066,"Psychology Teachers, Postsecondary"
42.2801,Clinical Psychology.,11-9199,"Managers, All Other"
42.2801,Clinical Psychology.,19-3031,"Clinical, Counseling, and School Psychologists"
42.2801,Clinical Psychology.,25-1066,"Psychology Teachers, Postsecondary"
42.2802,Community Psychology.,11-9199,"Managers, All Other"
42.2802,Community Psychology.,19-3039,"Psychologists, All Other"
42.2802,Community Psychology.,25-1066,"Psychology Teachers, Postsecondary"
42.2803,Counseling Psychology.,11-9199,"Managers, All Other"
42.2803,Counseling Psychology.,19-3031,"Clinical, Counseling, and School Psychologists"
42.2803,Counseling Psychology.,25-1066,"Psychology Teachers, Postsecondary"
42.2804,Industrial and Organizational Psychology.,11-9199,"Managers, All Other"
42.2804,Industrial and Organizational Psychology.,19-3032,Industrial-Organizational Psychologists
42.2804,Industrial and Organizational Psychology.,25-1066,"Psychology Teachers, Postsecondary"
42.2805,School Psychology.,11-9199,"Managers, All Other"
42.2805,School Psychology.,19-3031,"Clinical, Counseling, and School Psychologists"
42.2805,School Psychology.,25-1066,"Psychology Teachers, Postsecondary"
42.2806,Educational Psychology.,11-9199,"Managers, All Other"
42.2806,Educational Psychology.,19-3039,"Psychologists, All Other"
42.2806,Educational Psychology.,25-1066,"Psychology Teachers, Postsecondary"
42.2807,Clinical Child Psychology.,11-9199,"Managers, All Other"
42.2807,Clinical Child Psychology.,19-3031,"Clinical, Counseling, and School Psychologists"
42.2808,Environmental Psychology.,11-9199,"Managers, All Other"
42.2808,Environmental Psychology.,19-3039,"Psychologists, All Other"
42.2809,Geropsychology.,11-9199,"Managers, All Other"
42.2809,Geropsychology.,19-3031,"Clinical, Counseling, and School Psychologists"
42.2810,Health/Medical Psychology.,11-9199,"Managers, All Other"
42.2810,Health/Medical Psychology.,19-3031,"Clinical, Counseling, and School Psychologists"
42.2811,Family Psychology.,11-9199,"Managers, All Other"
42.2811,Family Psychology.,19-3039,"Psychologists, All Other"
42.2812,Forensic Psychology.,11-9199,"Managers, All Other"
42.2812,Forensic Psychology.,19-3039,"Psychologists, All Other"
42.2813,Applied Psychology.,11-9199,"Managers, All Other"
42.2813,Applied Psychology.,19-3039,"Psychologists, All Other"
42.2813,Applied Psychology.,25-1066,"Psychology Teachers, Postsecondary"
42.2814,Applied Behavior Analysis.,11-9199,"Managers, All Other"
42.2814,Applied Behavior Analysis.,19-3031,"Clinical, Counseling, and School Psychologists"
42.2814,Applied Behavior Analysis.,19-3039,"Psychologists, All Other"
42.2814,Applied Behavior Analysis.,25-1066,"Psychology Teachers, Postsecondary"
42.2899,"Clinical, Counseling and Applied Psychology, Other.",11-9199,"Managers, All Other"
42.2899,"Clinical, Counseling and Applied Psychology, Other.",19-3039,"Psychologists, All Other"
42.2899,"Clinical, Counseling and Applied Psychology, Other.",25-1066,"Psychology Teachers, Postsecondary"
42.9999,"Psychology, Other.",11-9199,"Managers, All Other"
42.9999,"Psychology, Other.",19-3039,"Psychologists, All Other"
42.9999,"Psychology, Other.",25-1066,"Psychology Teachers, Postsecondary"
43.0102,Corrections.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0102,Corrections.,33-1011,First-Line Supervisors of Correctional Officers
43.0102,Corrections.,33-1012,First-Line Supervisors of Police and Detectives
43.0102,Corrections.,33-3012,Correctional Officers and Jailers
43.0103,Criminal Justice/Law Enforcement Administration.,11-9199,"Managers, All Other"
43.0103,Criminal Justice/Law Enforcement Administration.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0103,Criminal Justice/Law Enforcement Administration.,33-1012,First-Line Supervisors of Police and Detectives
43.0104,Criminal Justice/Safety Studies.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0104,Criminal Justice/Safety Studies.,33-1011,First-Line Supervisors of Correctional Officers
43.0104,Criminal Justice/Safety Studies.,33-1012,First-Line Supervisors of Police and Detectives
43.0106,Forensic Science and Technology.,19-4092,Forensic Science Technicians
43.0106,Forensic Science and Technology.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0107,Criminal Justice/Police Science.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0107,Criminal Justice/Police Science.,33-3011,Bailiffs
43.0107,Criminal Justice/Police Science.,33-3021,Detectives and Criminal Investigators
43.0107,Criminal Justice/Police Science.,33-3051,Police and Sheriff's Patrol Officers
43.0107,Criminal Justice/Police Science.,33-9021,Private Detectives and Investigators
43.0109,Security and Loss Prevention Services.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0109,Security and Loss Prevention Services.,33-3052,Transit and Railroad Police
43.0110,Juvenile Corrections.,21-1021,"Child, Family, and School Social Workers"
43.0110,Juvenile Corrections.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0110,Juvenile Corrections.,33-3012,Correctional Officers and Jailers
43.0111,Criminalistics and Criminal Science.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0111,Criminalistics and Criminal Science.,33-3021,Detectives and Criminal Investigators
43.0111,Criminalistics and Criminal Science.,33-3051,Police and Sheriff's Patrol Officers
43.0112,Securities Services Administration/Management.,33-1099,"First-Line Supervisors of Protective Service Workers, All Other"
43.0113,Corrections Administration.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0113,Corrections Administration.,33-1011,First-Line Supervisors of Correctional Officers
